age,highschool_gpa,college_gpa,internships,projects,certifications,hackathons,communication_skills,technical_skills,aptitude_score,coding_score,attendance_percentage,backlogs,volunteering,english_proficiency,quantitative_score,logical_reasoning,extracurricular,leadership_experience,placed
24,2.71,3.24,0,5,2,0,9,7,65,95,82.78,2,0,9,42,75,0,0,1
20,2.84,3.06,1,4,3,3,7,10,67,82,88.01,3,1,10,69,20,3,0,1
21,2.78,3.52,1,6,5,3,3,3,89,81,55.99,2,1,6,7,61,0,0,1
24,3.33,2.08,3,5,1,3,6,9,51,95,57.07,1,1,5,85,14,4,1,1
24,2.43,3.87,1,8,5,4,6,3,50,45,68.2,2,0,6,49,10,4,1,0
22,2.44,2.19,1,9,5,3,7,7,62,48,65.08,0,1,3,77,45,3,1,0
21,3.46,3.35,1,1,5,4,6,4,33,14,89.86,1,0,9,8,70,3,1,0
22,3.0,2.27,1,9,5,0,4,5,73,48,82.13,4,0,4,12,87,3,0,0
21,2.83,3.76,3,9,2,3,6,9,30,20,74.9,1,1,6,49,29,0,0,0
22,2.34,3.02,1,6,5,2,3,3,91,74,55.32,1,0,6,95,13,0,0,1
24,2.38,2.16,2,5,1,0,1,3,51,92,55.63,1,0,2,77,39,3,1,1
24,2.02,3.23,2,7,3,2,1,9,88,95,75.85,3,0,9,34,69,0,0,1
20,2.18,2.02,3,8,2,2,5,9,66,5,94.14,4,0,2,24,49,4,1,0
22,3.11,3.55,1,9,5,1,8,4,52,54,88.75,0,1,10,60,45,1,0,1
23,3.78,3.3,2,9,4,4,3,1,62,82,94.08,1,0,5,30,71,2,0,1
20,2.57,2.43,0,3,2,1,2,1,51,79,78.26,3,1,2,48,35,3,1,0
22,2.66,2.75,2,8,3,4,8,9,93,75,61.07,2,0,9,42,55,4,1,1
22,2.23,2.02,1,1,5,1,9,6,91,14,51.59,4,0,2,44,11,0,0,0
20,2.78,3.39,2,7,0,0,9,5,83,10,97.01,0,1,8,83,68,2,0,0
24,2.07,2.65,0,5,2,2,2,10,87,38,73.76,4,0,1,100,76,3,0,0
22,3.84,3.14,2,2,4,0,8,3,41,73,92.95,0,1,3,6,18,0,0,1
24,3.35,3.91,1,2,2,4,2,3,47,50,86.65,0,0,7,73,21,0,0,0
20,3.98,2.6,0,8,0,2,7,2,96,36,91.61,2,1,6,5,11,2,1,0
24,3.77,3.98,3,5,2,2,8,7,89,48,60.53,0,1,2,88,31,0,0,1
21,2.95,3.27,0,3,4,4,1,9,30,56,83.97,2,0,9,49,37,2,0,0
23,3.04,2.48,2,1,3,0,8,6,49,87,86.13,1,0,2,69,60,4,0,1
22,2.38,2.87,3,7,4,2,3,10,46,99,77.63,4,1,6,44,37,3,1,1
23,2.92,3.48,0,3,3,0,1,1,78,64,91.76,0,0,1,53,80,0,0,1
24,3.81,2.89,0,7,4,0,7,6,51,16,99.41,2,1,3,16,89,1,0,0
22,2.1,2.14,0,2,1,0,10,8,62,62,50.53,1,0,5,85,79,2,1,0
24,3.73,2.34,1,4,2,2,3,8,55,13,72.75,4,0,7,86,11,4,1,0
21,2.68,3.58,3,2,2,3,8,10,56,37,87.69,1,0,3,28,100,1,0,1
20,3.8,3.3,3,4,0,1,9,3,89,24,86.28,3,1,9,63,45,3,0,0
22,3.88,3.14,0,5,1,4,2,1,63,36,73.39,4,1,4,70,79,4,1,0
21,3.34,2.34,3,8,0,0,1,5,81,98,92.11,2,0,9,98,68,2,0,1
21,3.33,3.68,2,2,2,2,8,6,84,85,83.75,0,0,3,19,71,4,1,1
22,2.91,3.92,2,3,0,4,10,10,90,55,77.42,2,0,3,25,70,4,0,1
24,3.67,2.08,0,5,3,3,6,9,79,6,63.64,2,1,4,92,90,4,1,0
21,3.92,2.16,2,9,1,3,10,2,92,10,68.37,2,1,2,28,25,3,1,0
23,3.55,3.77,0,5,4,2,1,1,93,73,99.45,4,1,5,6,76,1,0,0
21,3.24,3.63,2,9,3,0,3,7,43,77,95.31,4,1,9,33,98,4,0,0
24,3.21,3.24,0,4,5,3,9,2,80,34,84.78,3,1,8,4,45,0,1,0
24,3.7,3.89,0,5,4,3,9,2,56,35,92.95,1,1,8,76,16,4,1,0
23,3.08,3.29,3,9,0,3,6,3,69,69,56.8,2,0,8,5,6,4,1,1
21,3.61,2.43,3,4,2,2,3,4,97,51,63.38,3,1,8,95,72,3,0,0
24,3.02,3.46,0,5,3,4,8,7,38,68,94.26,3,1,6,99,73,3,0,0
22,2.12,3.29,3,5,1,1,6,1,85,41,73.54,4,1,7,32,63,3,0,0
20,2.77,3.97,3,4,4,2,1,6,68,70,79.55,1,0,10,42,41,3,1,1
20,2.89,2.43,1,4,5,0,6,7,44,14,94.18,3,0,5,58,52,4,0,0
20,2.28,3.2,2,5,3,2,5,3,47,20,70.2,0,0,6,32,13,4,0,0
21,2.2,3.56,3,6,2,2,8,3,81,81,74.09,3,0,3,82,36,2,1,1
23,3.07,2.68,0,7,1,1,2,2,90,0,55.61,4,0,5,60,12,3,0,0
24,2.17,2.76,1,6,1,1,7,5,66,67,99.57,2,0,10,17,71,2,1,0
22,2.61,3.78,1,1,4,1,6,7,82,10,98.67,4,0,3,13,51,1,0,0
22,3.49,2.81,3,2,3,4,1,3,41,9,64.83,4,0,5,20,73,3,1,0
21,3.93,3.25,0,7,3,2,8,7,54,44,92.62,1,1,10,38,32,1,1,0
20,3.44,3.78,0,3,1,0,6,8,54,55,86.85,0,0,1,33,100,0,0,1
21,3.99,2.42,0,2,0,1,3,3,50,18,57.33,0,1,1,30,19,4,1,0
23,3.4,3.96,0,6,1,1,5,1,36,41,51.19,1,0,10,80,67,4,1,0
23,2.59,3.4,0,4,2,2,7,3,78,93,50.7,1,1,6,6,0,2,1,1
24,3.34,2.99,2,5,3,0,9,6,68,40,53.29,3,1,8,84,82,4,0,0
24,3.4,2.86,0,6,4,1,4,1,78,19,81.37,0,1,4,70,87,1,1,0
23,2.74,3.91,0,3,3,2,2,9,63,26,74.61,4,1,7,0,60,4,1,0
23,2.04,2.41,2,1,1,3,3,3,45,11,99.84,3,0,5,85,53,3,0,0
23,3.41,2.62,3,3,2,4,7,3,44,77,64.33,0,0,2,21,74,0,1,1
21,2.04,2.62,1,3,0,2,8,7,69,97,86.28,2,1,5,86,85,2,0,1
23,3.26,2.58,2,6,3,1,5,7,36,63,69.36,4,1,2,91,36,2,0,0
22,2.33,2.94,1,4,1,0,3,6,69,37,54.92,4,0,9,62,66,2,0,0
20,3.13,3.98,1,7,5,3,1,7,95,65,93.86,3,1,1,61,80,3,1,1
23,3.01,3.78,2,2,1,0,10,5,99,57,70.0,0,1,3,45,39,4,1,1
20,2.03,2.66,0,4,1,0,1,8,51,95,95.85,1,0,1,56,19,3,0,1
21,2.73,2.85,1,8,2,0,2,10,88,81,96.85,2,0,5,93,34,1,1,1
20,3.2,3.34,0,6,1,2,5,2,34,84,91.01,4,0,4,44,39,4,1,0
21,3.7,2.03,3,3,1,2,3,5,47,10,51.38,1,1,6,73,78,3,1,0
22,3.78,3.64,2,2,1,4,7,9,40,29,98.3,1,1,5,75,74,1,0,0
21,2.97,3.76,1,3,3,3,2,4,37,63,56.21,1,1,7,79,12,1,1,0
21,3.46,3.71,0,1,1,0,2,8,49,82,96.57,1,0,7,84,89,3,0,1
24,2.63,2.75,1,1,2,1,3,3,88,47,80.33,3,0,10,12,22,3,0,0
23,2.68,2.92,3,2,5,0,1,6,54,39,68.87,4,1,5,67,12,0,0,0
23,2.39,2.02,3,3,3,3,2,8,87,93,86.07,1,0,10,36,47,3,0,1
22,3.12,2.8,1,9,5,0,5,9,48,98,75.34,1,0,1,93,49,2,1,1
22,2.63,2.92,2,8,1,2,3,7,31,67,89.72,0,0,9,89,79,4,1,1
23,2.17,3.81,3,9,0,2,10,6,87,20,75.69,4,1,2,13,77,1,1,0
24,3.37,3.79,0,7,5,3,6,6,95,4,68.45,2,1,7,36,51,2,1,0
23,3.42,3.93,3,7,2,4,2,6,36,35,68.04,1,0,3,88,97,2,1,0
24,2.72,3.77,0,5,0,0,8,10,80,90,67.71,3,1,10,90,92,1,1,1
22,2.15,2.02,1,7,2,3,4,9,62,6,73.64,1,0,6,13,91,4,1,0
20,2.85,3.28,0,4,0,1,3,3,42,59,55.51,1,0,5,65,26,0,0,0
22,2.88,2.14,1,5,1,1,5,4,39,55,83.09,1,1,6,65,37,0,1,0
22,3.34,2.55,3,1,0,4,8,3,88,30,67.07,4,0,10,32,76,2,0,0
21,2.63,3.16,2,4,5,2,9,9,67,83,78.08,4,1,5,1,66,2,1,1
21,3.37,3.4,3,3,0,3,1,5,49,24,76.33,1,1,9,97,68,3,1,0
21,3.74,3.31,3,2,2,0,4,10,43,55,92.86,3,1,8,52,58,0,0,0
21,2.47,2.1,3,2,1,3,6,8,69,88,93.08,2,1,1,88,79,0,1,1
24,3.96,2.21,3,8,2,4,6,8,36,80,99.46,0,1,9,54,30,4,0,1
23,2.77,2.26,2,1,1,3,9,9,98,100,62.08,2,1,2,44,85,3,0,1
20,2.53,2.18,3,8,5,4,1,10,35,78,51.72,3,0,5,36,2,1,1,0
22,2.84,2.36,0,9,4,4,5,7,69,73,71.25,3,1,6,26,68,1,1,0
24,2.19,3.38,2,6,3,4,10,3,82,33,94.83,2,1,10,89,66,4,1,0
20,2.25,3.66,2,1,5,3,1,5,38,43,80.01,2,1,1,51,78,1,1,0
24,2.83,2.82,0,7,5,1,6,3,94,6,68.68,1,0,7,85,97,0,0,0
24,3.52,3.39,1,5,3,0,9,2,49,50,88.61,2,0,8,46,14,2,0,0
22,3.8,2.4,3,9,2,4,4,3,35,24,85.62,2,0,1,57,26,3,1,0
23,3.33,3.95,2,7,5,2,10,10,68,27,85.68,1,0,10,6,76,1,0,1
21,2.21,2.7,3,5,1,4,10,9,50,41,75.73,3,0,4,12,97,1,0,0
23,3.34,3.69,3,2,0,3,9,9,66,26,76.52,4,0,2,47,17,1,0,0
22,3.27,3.89,0,4,5,4,3,8,41,36,77.79,1,0,5,27,9,1,0,0
22,3.61,3.73,0,2,3,2,7,7,99,54,77.63,2,1,2,44,31,2,0,1
22,3.65,2.13,0,9,5,1,5,1,44,37,60.32,0,0,9,55,67,2,1,0
20,3.74,3.3,3,2,2,3,10,9,50,55,62.29,2,0,9,91,65,4,0,1
23,2.83,2.24,2,2,2,3,1,10,75,91,68.7,0,1,10,87,29,0,1,1
23,3.4,2.01,2,2,2,3,7,2,100,33,92.77,1,1,5,34,51,1,0,0
24,2.54,2.1,1,1,1,2,8,6,39,28,73.12,4,1,5,54,94,4,1,0
24,4.0,3.83,3,9,5,3,6,10,95,47,96.32,4,0,4,96,56,0,0,1
24,2.35,3.82,1,8,2,1,1,5,68,71,89.67,0,1,1,36,45,2,1,1
22,2.02,2.45,1,2,4,0,9,6,51,76,93.08,3,0,10,8,2,1,0,0
23,2.3,3.09,1,2,0,0,7,8,71,45,56.71,0,1,3,2,62,2,1,0
22,3.55,3.91,1,5,2,4,6,8,35,36,57.44,0,1,4,1,43,1,0,0
20,2.89,2.99,1,4,1,0,4,10,81,2,61.83,1,0,7,57,68,2,0,0
24,2.9,2.79,3,2,0,2,3,2,66,77,83.13,2,1,7,21,97,4,0,0
22,3.91,2.97,0,8,0,0,4,7,35,95,73.81,3,1,7,84,77,4,1,0
22,3.84,3.58,1,8,3,2,1,2,58,86,58.49,0,0,7,100,54,2,1,1
20,2.62,2.95,2,4,2,2,9,1,98,86,87.29,1,1,4,23,57,2,0,1
21,2.42,3.57,3,4,2,4,2,8,80,76,75.87,3,1,9,77,61,3,0,1
23,3.7,2.86,1,9,5,0,2,9,56,49,86.55,4,1,4,53,100,1,0,0
21,3.81,2.5,2,4,1,4,3,7,66,20,95.47,4,1,6,96,6,3,0,0
24,3.08,2.65,1,9,4,3,1,4,75,47,95.74,1,0,1,16,78,2,1,0
22,3.26,2.16,0,3,5,1,10,7,54,57,65.06,3,1,1,57,18,4,0,0
20,2.51,2.99,3,2,4,0,3,4,66,30,57.93,2,0,6,57,18,1,0,0
20,3.6,2.3,0,8,3,3,4,7,52,6,71.69,1,0,1,20,80,4,0,0
23,3.26,3.62,2,3,4,3,9,4,55,56,54.19,2,0,1,76,47,2,0,1
21,3.01,2.84,1,2,1,4,5,9,81,35,52.2,0,1,6,62,76,3,1,0
23,2.12,3.53,0,8,3,4,6,5,32,82,98.91,2,1,8,62,56,1,1,1
22,3.83,3.91,0,8,2,1,1,7,57,85,98.59,1,1,9,43,20,3,1,1
23,3.23,3.7,1,5,4,1,3,8,63,23,67.59,3,0,6,39,0,1,0,0
20,2.39,3.9,3,9,1,1,7,5,94,23,91.03,2,1,1,74,81,4,1,0
20,3.21,3.14,2,6,1,1,7,1,58,55,61.17,0,0,7,65,23,0,0,1
24,3.35,2.33,3,5,2,4,10,4,33,84,70.86,3,0,2,100,29,1,0,0
24,3.05,3.87,2,3,1,2,1,3,97,60,86.32,4,1,7,91,61,2,1,0
22,3.44,3.74,2,7,3,4,9,7,91,76,77.53,4,0,10,66,70,1,0,1
21,3.16,3.73,0,9,3,2,1,6,67,69,91.06,3,1,10,78,26,2,1,1
23,3.9,3.39,1,4,5,4,7,6,96,27,99.0,1,1,4,45,51,0,1,0
22,2.11,3.25,3,7,0,4,2,2,31,31,50.45,2,1,1,23,26,0,0,0
24,2.21,2.03,0,3,2,1,9,6,73,76,96.23,2,1,9,71,66,4,0,0
23,2.35,3.5,0,2,1,2,9,8,61,97,70.67,3,1,1,69,79,4,0,1
24,3.38,2.18,0,1,4,3,9,5,32,95,70.4,2,1,7,95,3,0,1,0
23,3.29,2.52,3,6,5,3,4,9,46,77,50.03,4,1,6,50,44,1,0,0
21,3.78,3.1,0,5,3,3,6,2,41,95,91.72,3,0,7,98,56,1,1,0
22,3.47,2.9,1,2,2,1,2,7,93,44,87.95,2,0,10,76,0,4,0,0
23,3.02,2.03,0,3,2,3,3,6,92,68,94.7,0,0,1,91,96,1,1,1
20,3.98,3.65,0,9,3,4,6,6,70,98,58.37,1,0,1,3,43,1,1,1
20,2.53,3.76,2,3,0,1,1,4,31,67,60.76,0,0,6,30,89,1,0,1
23,3.67,3.36,0,7,2,3,7,10,82,77,65.18,0,0,8,64,66,1,0,1
23,2.85,3.08,3,1,1,1,2,9,63,17,76.51,2,1,3,29,3,2,0,0
23,3.3,3.92,3,7,4,4,8,6,69,74,67.26,3,1,10,71,32,4,1,1
20,3.45,2.24,1,9,4,1,5,8,100,82,64.99,4,1,2,39,49,0,1,1
20,3.27,3.48,3,8,3,3,7,8,94,1,59.13,3,0,4,13,4,0,0,0
23,2.28,2.26,3,7,2,1,8,4,84,97,57.96,2,1,8,43,92,2,1,1
24,2.89,2.76,0,8,4,0,3,5,80,2,73.65,2,1,9,91,51,4,1,0
24,3.12,3.17,1,4,2,3,6,2,34,28,72.3,4,0,6,33,10,2,1,0
21,3.7,3.47,3,2,3,4,9,4,85,86,89.26,0,0,7,38,2,4,0,1
22,2.89,2.01,1,9,0,2,4,6,50,47,91.19,0,1,1,3,17,2,1,0
24,3.84,2.52,1,3,4,1,10,2,87,64,85.03,3,1,5,87,29,1,0,0
20,2.88,3.08,2,4,1,1,7,2,60,41,91.56,1,0,6,26,80,2,0,0
24,3.1,3.07,2,7,5,3,1,10,75,5,55.44,2,1,10,41,45,2,0,0
21,3.59,3.28,0,2,3,3,7,7,56,58,72.89,4,1,6,10,93,3,1,0
21,3.17,2.61,3,8,5,0,9,10,99,80,64.32,3,0,6,86,93,4,0,1
22,3.92,3.08,0,8,0,4,10,5,60,18,62.59,4,0,7,31,96,1,0,0
24,3.32,2.38,0,5,1,1,8,3,70,51,85.63,0,0,4,49,16,2,0,0
20,3.05,2.37,1,9,5,1,4,3,74,60,91.56,0,0,5,52,38,1,0,1
20,2.05,3.15,1,8,1,2,3,7,65,1,55.74,3,0,6,3,79,4,1,0
23,2.83,3.37,1,1,4,1,7,3,31,78,56.2,1,0,9,18,32,0,1,1
20,2.6,2.24,0,9,2,1,1,10,91,22,81.97,0,1,4,70,65,3,1,0
22,3.5,2.25,3,5,3,0,8,5,50,18,57.21,4,1,4,32,65,3,0,0
22,2.42,3.13,0,9,1,2,1,2,63,96,88.42,2,1,7,77,87,4,0,1
20,2.41,2.54,0,9,4,1,7,3,42,69,91.43,2,1,1,76,4,3,0,0
20,2.38,2.78,0,3,0,1,6,4,48,49,76.14,1,0,7,69,35,0,1,0
23,2.25,2.8,2,8,1,4,10,1,62,60,95.42,3,1,8,82,2,1,0,0
20,2.62,2.36,2,7,0,1,8,4,78,18,51.02,1,0,2,54,31,2,1,0
23,3.77,2.0,3,7,3,0,6,4,32,93,61.32,4,0,4,8,13,4,0,0
23,3.55,3.71,2,2,4,1,5,3,67,21,88.65,1,0,4,61,37,4,1,0
20,3.47,3.43,0,2,0,1,9,10,100,2,97.87,2,1,10,98,4,3,0,0
21,3.59,3.38,2,2,2,3,4,9,44,4,98.03,0,1,10,61,100,2,0,0
21,2.54,3.09,2,2,5,1,7,3,67,93,50.02,0,0,6,47,45,3,1,1
23,3.77,3.4,0,4,0,2,6,2,54,66,81.59,3,0,7,89,89,3,1,0
20,2.27,3.87,3,7,0,3,10,7,90,59,51.37,4,1,7,67,55,1,0,1
21,2.67,3.33,2,2,4,2,6,9,79,38,85.02,3,1,4,47,80,1,1,0
20,3.17,2.53,0,5,4,2,5,6,39,27,88.4,1,0,3,91,59,3,0,0
20,2.21,3.14,0,7,1,0,2,5,79,0,92.88,1,1,4,26,82,0,1,0
20,3.46,2.88,0,9,5,1,4,1,71,21,76.47,1,0,9,54,74,4,1,0
24,2.77,3.11,1,8,0,2,1,3,100,44,92.51,4,0,10,43,6,0,1,0
20,3.57,3.04,0,9,0,1,9,9,81,50,96.19,0,0,7,70,12,4,1,1
24,2.99,3.72,2,7,4,1,9,8,75,80,76.66,2,1,3,51,24,2,0,1
23,2.36,3.3,2,3,2,0,8,9,69,50,76.21,2,1,3,56,11,2,0,1
21,3.47,2.38,0,1,4,0,4,8,87,27,75.29,1,0,5,8,30,0,1,0
21,2.5,2.13,1,7,2,2,5,1,53,29,75.23,1,1,8,97,91,3,1,0
21,2.98,2.85,1,6,5,2,1,8,98,7,88.73,1,0,5,7,14,3,1,0
21,2.15,2.03,1,2,4,3,4,8,69,90,53.37,4,1,6,55,96,2,1,0
21,3.24,2.64,2,1,5,1,4,5,49,40,72.62,2,0,9,9,10,3,1,0
21,3.33,2.74,1,4,3,1,5,6,58,24,76.2,3,0,9,64,31,1,0,0
21,2.76,2.75,3,4,0,0,2,2,66,58,60.72,0,1,6,71,79,2,1,0
23,3.91,3.96,3,6,5,0,2,1,49,76,77.06,3,0,5,44,8,4,1,1
20,3.75,2.61,1,5,2,2,2,8,47,33,72.78,0,0,8,38,51,4,1,0
22,3.42,2.53,3,9,3,3,8,7,33,38,86.88,4,0,1,45,40,3,1,0
24,3.43,2.26,0,8,2,3,2,4,40,70,67.66,0,1,3,16,11,4,1,0
22,2.5,3.02,1,9,1,0,6,7,93,85,97.49,4,0,6,81,82,4,0,1
22,3.31,2.31,1,7,1,0,2,2,81,96,70.69,2,1,8,97,77,0,0,1
20,2.4,3.23,1,9,0,3,8,2,72,45,81.54,0,0,6,98,11,0,1,0
20,2.29,2.31,0,3,3,3,1,7,43,37,61.08,1,0,10,66,63,4,1,0
20,4.0,3.15,0,9,3,2,2,3,74,94,84.43,1,1,6,75,87,2,1,1
21,3.24,3.65,1,2,1,3,5,6,57,32,75.69,4,1,4,61,72,4,1,0
23,2.86,2.09,2,9,0,1,6,7,33,21,67.11,2,0,7,67,84,1,1,0
21,2.58,2.84,2,6,5,3,9,7,45,26,67.4,4,0,7,35,11,2,1,0
23,3.21,2.92,3,4,1,4,6,10,67,62,68.77,3,0,1,8,36,1,0,0
23,2.1,3.58,0,2,3,3,8,4,92,26,71.87,3,0,3,34,4,1,0,0
22,2.19,2.94,3,3,2,0,7,3,52,20,62.38,3,1,9,66,8,3,1,0
22,2.07,3.14,3,5,3,0,1,1,49,52,63.87,1,1,6,88,56,0,0,0
23,3.0,3.58,1,9,0,4,2,7,98,34,97.92,3,1,4,51,19,3,0,0
23,3.2,3.12,2,7,3,1,4,9,50,46,65.06,0,0,8,89,69,1,1,1
21,2.12,2.72,3,3,4,3,1,1,71,49,81.35,3,0,7,100,12,3,0,0
21,3.44,2.17,1,4,3,3,8,5,98,9,67.27,1,0,10,90,79,3,1,0
22,2.46,3.46,0,2,4,4,4,4,43,27,90.54,0,0,6,27,83,2,0,0
20,3.37,3.74,3,8,1,2,7,10,99,36,84.8,2,1,4,57,4,3,1,1
23,3.96,3.94,2,6,5,2,7,2,34,40,66.41,4,0,4,82,42,2,1,0
21,3.38,3.85,0,3,4,1,8,7,53,96,85.83,4,1,8,23,80,3,1,1
22,3.77,3.59,1,5,3,3,9,7,58,60,87.84,0,0,3,58,53,3,1,1
21,3.9,3.29,0,5,5,3,9,8,31,50,56.91,0,1,9,36,61,1,0,0
23,2.97,3.56,3,1,5,3,7,3,35,7,78.91,4,1,8,37,9,1,0,0
23,3.4,2.86,0,5,3,0,9,6,63,100,90.39,4,0,4,24,29,4,0,1
24,3.7,3.19,0,6,3,2,5,4,51,57,52.52,0,0,3,97,6,4,1,0
20,2.71,2.7,0,2,0,4,10,3,33,60,75.39,4,0,4,14,56,2,0,0
24,2.52,2.65,2,3,1,0,4,4,35,32,91.99,2,1,2,15,10,1,0,0
22,3.89,3.51,3,5,4,0,3,1,96,18,97.64,3,1,6,54,71,4,1,0
21,3.45,2.91,1,3,2,2,6,7,92,29,82.8,3,1,3,3,50,3,1,0
22,2.44,2.42,2,5,4,3,10,7,97,77,66.39,2,0,3,25,63,1,1,1
23,2.9,2.4,3,5,3,1,9,7,63,13,80.24,3,0,1,38,100,3,1,0
24,3.59,3.72,1,8,2,4,4,2,63,35,51.37,3,0,8,56,30,3,0,0
24,3.09,3.36,1,9,2,2,2,1,86,6,72.79,3,1,8,46,0,2,1,0
24,3.3,3.09,1,8,4,1,3,9,66,33,86.37,1,1,9,89,88,1,1,0
22,3.51,2.8,3,3,4,2,3,2,35,49,51.81,2,1,5,47,57,3,0,0
23,3.24,2.86,1,1,4,2,2,5,100,31,80.16,4,1,4,91,91,2,1,0
21,3.08,2.11,1,3,4,2,9,5,74,41,79.42,0,0,9,48,86,0,1,0
21,3.5,2.91,2,1,1,2,4,8,70,32,59.48,2,0,3,36,50,0,0,0
22,3.46,3.59,1,9,0,3,3,1,34,13,78.46,2,0,4,37,92,3,1,0
24,3.26,2.78,0,3,0,0,10,7,89,88,70.47,1,0,8,99,21,3,1,1
20,2.72,2.77,2,8,4,2,6,3,96,27,73.94,1,1,2,61,73,0,1,0
22,2.81,2.03,2,6,0,1,8,2,46,38,66.27,3,1,3,60,45,4,1,0
22,3.94,2.92,3,3,4,1,8,5,94,93,90.52,1,1,3,73,16,2,1,1
23,2.22,2.05,1,9,4,1,10,4,84,30,68.28,4,1,8,96,12,3,0,0
21,2.54,3.14,0,8,4,0,6,9,38,23,89.54,4,1,2,7,79,0,1,0
22,2.98,3.01,0,3,5,0,5,1,33,3,53.83,3,1,8,37,75,0,1,0
22,3.67,3.68,1,7,1,1,7,3,71,77,63.93,1,0,7,35,78,0,1,1
24,2.33,3.16,1,5,3,3,3,3,75,8,70.13,3,0,1,84,38,0,0,0
24,2.55,2.65,3,2,0,0,10,4,30,99,70.23,0,1,8,55,18,0,1,1
20,2.13,3.03,0,8,0,0,2,7,46,69,72.06,1,1,1,44,84,0,0,0
23,3.41,3.4,2,1,1,3,8,5,36,23,82.62,1,0,9,49,60,3,1,0
20,2.48,2.19,3,4,1,2,9,10,34,89,78.7,1,1,1,19,95,2,0,1
24,2.78,3.24,3,4,4,0,6,6,81,97,76.05,1,1,5,62,4,0,1,1
21,2.89,3.83,2,5,4,1,4,3,82,64,91.88,4,0,8,54,56,0,0,1
24,3.78,2.6,3,4,5,1,6,5,32,86,59.81,3,1,4,33,46,0,1,0
23,2.82,3.25,1,1,5,3,7,2,91,16,93.01,4,0,6,91,78,0,1,0
24,2.29,3.64,2,7,3,1,8,4,61,99,90.57,3,0,1,31,31,0,0,1
23,3.05,3.02,2,2,0,4,3,3,31,36,59.78,0,1,3,75,0,1,0,0
23,3.93,3.44,0,3,1,1,6,3,82,49,81.2,1,0,5,72,78,1,0,0
23,3.22,2.62,2,5,3,3,10,4,41,44,61.16,2,0,2,42,34,0,0,0
23,3.97,2.61,3,8,0,3,6,8,34,19,97.14,4,1,1,78,83,0,1,0
23,3.68,3.34,0,8,3,3,10,8,33,58,74.65,2,1,9,12,30,4,0,0
21,2.07,3.41,3,2,3,4,7,1,85,58,60.19,0,0,8,1,19,4,0,1
20,3.32,3.87,1,9,4,0,4,5,93,89,81.81,2,0,3,60,46,2,0,1
22,2.57,2.45,1,6,3,2,6,2,74,10,85.36,0,0,6,83,23,1,1,0
20,3.12,2.94,0,9,4,1,2,10,89,54,80.25,4,0,8,13,39,3,0,0
23,2.56,2.5,0,4,0,0,8,6,49,83,62.08,0,1,6,41,73,2,1,1
21,2.7,2.16,3,3,5,3,3,3,82,64,86.76,4,0,8,14,77,2,1,0
24,3.85,2.81,1,5,0,0,9,10,45,76,96.48,4,0,3,92,98,0,1,0
21,2.41,2.75,0,5,4,0,8,10,59,57,97.61,2,0,4,84,63,0,1,0
23,3.75,2.54,1,4,5,4,6,9,49,99,83.97,3,1,8,9,92,3,1,1
21,2.06,2.59,1,7,2,3,10,9,81,43,92.01,3,1,10,55,72,4,0,0
21,2.18,2.72,1,8,5,3,2,8,65,76,98.93,3,0,10,52,9,0,0,1
23,3.71,3.98,3,5,3,1,8,2,51,13,52.17,1,0,8,57,60,1,1,0
21,3.26,3.57,3,9,0,1,6,2,30,75,73.85,2,1,6,84,1,3,0,1
22,3.49,2.14,1,7,3,1,1,2,50,51,64.57,0,0,10,98,22,3,1,0
22,2.42,3.74,1,7,5,1,6,5,77,33,73.74,3,1,6,80,81,0,0,0
21,3.07,3.27,1,8,2,0,5,10,34,62,95.85,2,1,9,61,64,3,1,0
24,3.47,3.78,2,4,3,0,6,9,69,26,99.17,1,0,8,56,57,4,1,0
23,3.25,2.68,2,6,2,1,1,7,74,11,95.25,2,0,3,62,10,0,1,0
22,2.94,2.93,3,5,1,1,4,7,60,37,59.86,0,0,7,3,100,4,0,0
24,3.92,3.79,1,1,2,1,7,3,44,99,90.14,3,0,9,77,35,4,1,1
21,3.35,2.55,2,9,0,2,5,3,87,55,90.88,0,0,10,95,96,1,1,1
24,3.82,3.83,0,2,5,1,6,10,82,64,78.97,1,1,3,81,62,0,0,1
20,3.46,3.66,0,6,4,2,2,3,74,89,85.74,0,0,9,33,35,1,0,1
22,3.47,3.96,1,8,4,1,8,1,96,39,95.27,1,1,5,31,56,1,1,1
21,2.16,2.65,2,3,3,3,10,8,71,20,99.71,0,0,10,77,87,3,0,0
23,2.72,2.47,0,5,5,4,4,2,53,31,52.0,1,0,9,99,88,2,1,0
21,3.72,2.66,3,7,1,0,6,7,67,88,62.86,2,0,1,33,22,0,0,1
23,2.47,3.91,0,4,3,3,3,9,80,11,96.73,2,1,4,69,53,4,1,0
21,2.23,2.67,3,5,2,4,9,2,53,88,66.46,2,1,9,39,62,3,0,1
24,2.65,3.13,0,1,4,2,8,1,62,25,55.32,2,1,9,34,85,1,0,0
24,2.44,2.81,0,4,2,0,6,5,48,35,65.66,0,0,6,14,32,1,0,0
24,3.85,2.79,2,7,4,2,9,10,54,15,75.92,4,1,10,50,46,0,0,0
20,3.74,2.39,0,7,4,2,10,5,99,77,69.3,1,1,6,19,18,3,1,1
23,3.0,3.07,0,4,4,0,9,1,78,33,89.42,1,1,3,91,33,4,0,0
